cell	type
A8_P2_M51_L001	CD8_G cells
A9_P1_M51_L001	CD4 T.mem cells
B10_P6_M51_L001	Plasma cells
B11_P2_M51_L001	Plasma cells
B11_P6_M51_L001	CD4 T.mem cells
B12_P1_M51_L001	NK2 cells
B12_P2_M51_L001	CD8_G cells
B1_P1_M51_L001	Plasma cells
B1_P2_M51_L001	CD8_G cells
B1_P6_M51_L001	CD4 T.mem cells
B2_P1_M51_L001	Plasma cells
B2_P2_M51_L001	CD8_G cells
B2_P6_M51_L001	CD8_G cells
B3_P6_M51_L001	Plasma cells
B4_P1_M51_L001	Plasma cells
B4_P2_M51_L001	CD4 T.mem cells
B4_P6_M51_L001	B cells
B5_P1_M51_L001	CD8_G cells
B5_P2_M51_L001	CD8_G cells
B5_P6_M51_L001	CD4 T.mem cells
B6_P1_M51_L001	CD4 T.mem cells
B6_P2_M51_L001	unclustered
B6_P6_M51_L001	CD4 T.mem cells
B7_P1_M51_L001	B cells
B8_P1_M51_L001	Plasma cells
B8_P2_M51_L001	Plasma cells
B9_P1_M51_L001	CD4 T.mem cells
B9_P2_M51_L001	CD8_G cells
C10_P1_M51_L001	unclustered
C10_P2_M51_L001	B cells
C10_P6_M51_L001	CD4 T.mem cells
C11_P1_M51_L001	unclustered
C11_P2_M51_L001	Plasma cells
C11_P6_M51_L001	CD8_G cells
C12_P1_M51_L001	B cells
C12_P2_M51_L001	Plasma cells
C12_P6_M51_L001	B cells
C1_P1_M51_L001	Plasma cells
C1_P6_M51_L001	CD4 T.mem cells
C2_P1_M51_L001	CD8_G cells
C2_P2_M51_L001	CD4 T.mem cells
C2_P6_M51_L001	CD4 T.mem cells
C4_P6_M51_L001	CD8_G cells
C6_P1_M51_L001	Plasma cells
C6_P2_M51_L001	Plasma cells
C6_P6_M51_L001	CD4 T.mem cells
C7_P1_M51_L001	CD8_G cells
C7_P2_M51_L001	Plasma cells
C7_P6_M51_L001	CD4 T.mem cells
C8_P1_M51_L001	CD8_G cells
C8_P2_M51_L001	Plasma cells
C8_P6_M51_L001	CD8_G cells
C9_P1_M51_L001	CD8_G cells
C9_P2_M51_L001	CD4 T.reg cells
C9_P6_M51_L001	CD8_G cells
D10_P1_M51_L001	CD4 T.mem cells
D10_P2_M51_L001	Plasma cells
D10_P6_M51_L001	Plasma cells
D11_P1_M51_L001	CD4 T.reg cells
D11_P2_M51_L001	B cells
D12_P1_M51_L001	B cells
D1_P2_M51_L001	Plasma cells
D1_P6_M51_L001	CD4 T.mem cells
D2_P1_M51_L001	CD4 T.mem cells
D2_P2_M51_L001	NK2 cells
D3_P1_M51_L001	Plasma cells
D3_P2_M51_L001	Plasma cells
D3_P6_M51_L001	B cells
D4_P1_M51_L001	CD4 T.mem cells
D4_P6_M51_L001	CD4 T.mem cells
D5_P1_M51_L001	CD4 T.mem cells
D5_P2_M51_L001	CD4 T.mem cells
D5_P6_M51_L001	CD4 T.mem cells
D6_P2_M51_L001	Plasma cells
D7_P1_M51_L001	CD8_G cells
D7_P2_M51_L001	CD8_G cells
D7_P6_M51_L001	CD8_G cells
D8_P1_M51_L001	CD8_G cells
D8_P2_M51_L001	Plasma cells
D9_P1_M51_L001	unclustered
D9_P2_M51_L001	CD4 T.mem cells
D9_P6_M51_L001	CD4 T.mem cells
E10_P1_M51_L001	CD8_G cells
E10_P2_M51_L001	CD4 T.mem cells
E10_P6_M51_L001	Plasma cells
E11_P1_M51_L001	CD8_B cells
E11_P2_M51_L001	CD4 T.mem cells
E12_P1_M51_L001	CD4 T.mem cells
E12_P6_M51_L001	Plasma cells
E1_P1_M51_L001	unclustered
E1_P2_M51_L001	B cells
E1_P6_M51_L001	CD4 T.mem cells
E2_P1_M51_L001	CD4 T.mem cells
E2_P2_M51_L001	B cells
E3_P2_M51_L001	B cells
E4_P1_M51_L001	unclustered
E4_P2_M51_L001	B cells
E4_P6_M51_L001	CD4 T.mem cells
E5_P1_M51_L001	CD8_G cells
E5_P6_M51_L001	Plasma cells
E6_P2_M51_L001	unclustered
E6_P6_M51_L001	B cells
E7_P1_M51_L001	NK2 cells
E7_P2_M51_L001	Plasma cells
E8_P2_M51_L001	CD8_B cells
E8_P6_M51_L001	CD4 T.mem cells
E9_P1_M51_L001	Plasma cells
E9_P2_M51_L001	Plasma cells
E9_P6_M51_L001	Plasma cells
F10_P1_M51_L001	CD8_G cells
F11_P1_M51_L001	Plasma cells
F11_P2_M51_L001	Plasma cells
F11_P6_M51_L001	Plasma cells
F1_P1_M51_L001	CD4 T.mem cells
F1_P2_M51_L001	CD8_G cells
F1_P6_M51_L001	CD8_G cells
F2_P1_M51_L001	B cells
F2_P6_M51_L001	B cells
F3_P1_M51_L001	Plasma cells
F3_P6_M51_L001	CD8_G cells
F4_P2_M51_L001	B cells
F4_P6_M51_L001	CD8_G cells
F5_P2_M51_L001	Plasma cells
F5_P6_M51_L001	Plasma cells
F6_P1_M51_L001	CD8_G cells
F6_P2_M51_L001	CD4 T.mem cells
F6_P6_M51_L001	CD4 T.mem cells
F7_P1_M51_L001	Plasma cells
F7_P2_M51_L001	CD4 T.mem cells
F7_P6_M51_L001	CD8_G cells
F8_P1_M51_L001	CD4 T.mem cells
F8_P2_M51_L001	CD4 T.mem cells
F8_P6_M51_L001	B cells
F9_P2_M51_L001	CD4 T.mem cells
F9_P6_M51_L001	CD4 T.mem cells
G10_P1_M51_L001	CD4 T.mem cells
G10_P2_M51_L001	CD4 T.mem cells
G11_P1_M51_L001	Plasma cells
G11_P2_M51_L001	Monocytes/Macrophages
G1_P1_M51_L001	CD4 T.mem cells
G1_P2_M51_L001	CD4 T.mem cells
G1_P6_M51_L001	CD4 T.mem cells
G2_P2_M51_L001	CD8_G cells
G2_P6_M51_L001	CD8_G cells
G3_P1_M51_L001	CD4 T.mem cells
G3_P2_M51_L001	CD4 T.mem cells
G3_P6_M51_L001	unclustered
G4_P1_M51_L001	Plasma cells
G4_P2_M51_L001	B cells
G5_P1_M51_L001	Plasma cells
G5_P2_M51_L001	CD8_G cells
G6_P1_M51_L001	NK2 cells
G6_P2_M51_L001	CD8_G cells
G6_P6_M51_L001	Plasma cells
G7_P1_M51_L001	Plasma cells
G7_P2_M51_L001	CD8_G cells
G7_P6_M51_L001	CD8_G cells
G8_P1_M51_L001	CD8_G cells
G8_P2_M51_L001	B cells
G8_P6_M51_L001	CD4 T.mem cells
G9_P1_M51_L001	CD4 T.mem cells
G9_P2_M51_L001	Plasma cells
H10_P1_M51_L001	Plasma cells
H10_P2_M51_L001	NK2 cells
H10_P6_M51_L001	NK3 cells
H11_P1_M51_L001	B cells
H12_P2_M51_L001	Plasma cells
H12_P6_M51_L001	CD4 T.mem cells
H1_P1_M51_L001	Plasma cells
H1_P6_M51_L001	unclustered
H2_P2_M51_L001	CD4 T.reg cells
H2_P6_M51_L001	CD4 T.reg cells
H3_P1_M51_L001	CD4 T.mem cells
H4_P1_M51_L001	NK2 cells
H4_P2_M51_L001	Plasma cells
H4_P6_M51_L001	CD8_G cells
H5_P1_M51_L001	Plasma cells
H5_P2_M51_L001	CD4 T.reg cells
H6_P1_M51_L001	CD4 T.mem cells
H6_P6_M51_L001	CD4 T.mem cells
H7_P1_M51_L001	CD4 T.mem cells
H7_P2_M51_L001	B cells
H7_P6_M51_L001	B cells
H8_P1_M51_L001	Plasma cells
H8_P2_M51_L001	CD4 T.mem cells
H8_P6_M51_L001	B cells
H9_P1_M51_L001	Plasma cells
H9_P2_M51_L001	CD8_G cells
H9_P6_M51_L001	Plasma cells
A10_P1_MMD6_L001	NK2 cells
A10_P2_MMD6_L001	CD8_B cells
A10_P4_MMD6_L001	NK3 cells
A11_P1_MMD6_L001	CD4 T.reg cells
A11_P2_MMD6_L001	CD4 T.reg cells
A11_P4_MMD6_L001	unclustered
A12_P1_MMD6_L001	unclustered
A12_P2_MMD6_L001	NK2 cells
A12_P4_MMD6_L001	CD8_B cells
A2_P1_MMD6_L001	unclustered
A2_P2_MMD6_L001	CD8_G cells
A2_P4_MMD6_L001	unclustered
A3_P1_MMD6_L001	unclustered
A3_P2_MMD6_L001	unclustered
A3_P4_MMD6_L001	CD8_G cells
A4_P1_MMD6_L001	NK2 cells
A4_P2_MMD6_L001	CD8_B cells
A4_P4_MMD6_L001	CD8_B cells
A5_P1_MMD6_L001	NK2 cells
A5_P2_MMD6_L001	CD8_B cells
A5_P4_MMD6_L001	NK2 cells
A6_P1_MMD6_L001	NK2 cells
A6_P4_MMD6_L001	NK3 cells
A7_P1_MMD6_L001	NK2 cells
A7_P2_MMD6_L001	CD4 T.mem cells
A7_P4_MMD6_L001	NK1 cells
A8_P1_MMD6_L001	NK3 cells
A8_P2_MMD6_L001	NK2 cells
A8_P4_MMD6_L001	CD4 T.reg cells
A9_P1_MMD6_L001	CD4 T.mem cells
A9_P2_MMD6_L001	NK3 cells
A9_P4_MMD6_L001	CD8_B cells
B10_P2_MMD6_L001	CD8_B cells
B10_P4_MMD6_L001	CD8_B cells
B11_P1_MMD6_L001	NK2 cells
B11_P2_MMD6_L001	CD4 T.reg cells
B12_P1_MMD6_L001	CD8_B cells
B12_P2_MMD6_L001	CD8_G cells
B12_P4_MMD6_L001	CD4 T.reg cells
B1_P1_MMD6_L001	NK2 cells
B1_P2_MMD6_L001	NK2 cells
B1_P4_MMD6_L001	unclustered
B2_P1_MMD6_L001	CD8_B cells
B2_P2_MMD6_L001	CD8_B cells
B2_P4_MMD6_L001	NK2 cells
B3_P2_MMD6_L001	CD8_G cells
B3_P4_MMD6_L001	CD8_B cells
B4_P1_MMD6_L001	CD8_B cells
B4_P2_MMD6_L001	unclustered
B4_P4_MMD6_L001	CD8_G cells
B5_P1_MMD6_L001	NK2 cells
B5_P2_MMD6_L001	CD8_B cells
B5_P4_MMD6_L001	NK2 cells
B6_P1_MMD6_L001	CD8_B cells
B6_P2_MMD6_L001	NK2 cells
B6_P4_MMD6_L001	CD8_B cells
B7_P1_MMD6_L001	NK2 cells
B7_P2_MMD6_L001	Monocytes/Macrophages
B7_P4_MMD6_L001	unclustered
B8_P1_MMD6_L001	NK2 cells
B8_P2_MMD6_L001	CD4 T.reg cells
B8_P4_MMD6_L001	NK2 cells
B9_P1_MMD6_L001	NK2 cells
B9_P2_MMD6_L001	NK2 cells
B9_P4_MMD6_L001	CD4 T.mem cells
C10_P1_MMD6_L001	NK2 cells
C10_P2_MMD6_L001	NK2 cells
C10_P4_MMD6_L001	CD8_B cells
C11_P1_MMD6_L001	NK2 cells
C11_P2_MMD6_L001	CD4 T.mem cells
C11_P4_MMD6_L001	CD4 T.mem cells
C12_P1_MMD6_L001	CD8_B cells
C12_P2_MMD6_L001	CD8_B cells
C12_P4_MMD6_L001	Monocytes/Macrophages
C1_P1_MMD6_L001	CD8_B cells
C1_P2_MMD6_L001	NK2 cells
C1_P4_MMD6_L001	CD4 T.mem cells
C2_P1_MMD6_L001	NK3 cells
C2_P2_MMD6_L001	CD8_B cells
C2_P4_MMD6_L001	NK2 cells
C3_P1_MMD6_L001	unclustered
C3_P2_MMD6_L001	CD8_B cells
C3_P4_MMD6_L001	CD8_B cells
C4_P1_MMD6_L001	CD4 T.mem cells
C4_P2_MMD6_L001	NK3 cells
C4_P4_MMD6_L001	CD8_B cells
C5_P1_MMD6_L001	CD8_B cells
C5_P2_MMD6_L001	CD4 T.mem cells
C5_P4_MMD6_L001	unclustered
C6_P1_MMD6_L001	CD8_B cells
C6_P2_MMD6_L001	NK3 cells
C6_P4_MMD6_L001	NK2 cells
C7_P1_MMD6_L001	NK2 cells
C7_P2_MMD6_L001	CD4 T.mem cells
C7_P4_MMD6_L001	CD8_B cells
C8_P1_MMD6_L001	CD8_B cells
C8_P2_MMD6_L001	NK3 cells
C8_P4_MMD6_L001	CD8_B cells
C9_P1_MMD6_L001	CD8_B cells
C9_P2_MMD6_L001	CD4 T.mem cells
C9_P4_MMD6_L001	unclustered
D10_P1_MMD6_L001	NK2 cells
D10_P2_MMD6_L001	NK2 cells
D10_P4_MMD6_L001	CD8_G cells
D11_P1_MMD6_L001	CD8_B cells
D11_P2_MMD6_L001	NK2 cells
D11_P4_MMD6_L001	CD8_B cells
D12_P1_MMD6_L001	unclustered
D12_P2_MMD6_L001	NK2 cells
D12_P4_MMD6_L001	CD8_B cells
D1_P1_MMD6_L001	B cells
D1_P2_MMD6_L001	unclustered
D1_P4_MMD6_L001	NK3 cells
D2_P1_MMD6_L001	NK2 cells
D2_P2_MMD6_L001	unclustered
D2_P4_MMD6_L001	Monocytes/Macrophages
D3_P4_MMD6_L001	NK2 cells
D4_P4_MMD6_L001	unclustered
D5_P1_MMD6_L001	NK2 cells
D5_P2_MMD6_L001	unclustered
D5_P4_MMD6_L001	CD8_B cells
D6_P1_MMD6_L001	NK2 cells
D6_P2_MMD6_L001	NK2 cells
D6_P4_MMD6_L001	CD4 T.reg cells
D7_P1_MMD6_L001	CD8_G cells
D7_P2_MMD6_L001	CD8_B cells
D7_P4_MMD6_L001	CD8_B cells
D8_P1_MMD6_L001	NK2 cells
D8_P2_MMD6_L001	CD8_G cells
D8_P4_MMD6_L001	NK2 cells
D9_P1_MMD6_L001	NK2 cells
D9_P2_MMD6_L001	unclustered
D9_P4_MMD6_L001	NK2 cells
E10_P1_MMD6_L001	NK1 cells
E10_P2_MMD6_L001	CD8_B cells
E10_P4_MMD6_L001	unclustered
E11_P1_MMD6_L001	NK2 cells
E11_P2_MMD6_L001	Dendritic cells
E11_P4_MMD6_L001	unclustered
E12_P1_MMD6_L001	NK2 cells
E12_P4_MMD6_L001	NK2 cells
E1_P1_MMD6_L001	Monocytes/Macrophages
E1_P2_MMD6_L001	NK3 cells
E1_P4_MMD6_L001	NK2 cells
E2_P2_MMD6_L001	CD8_G cells
E2_P4_MMD6_L001	CD8_B cells
E3_P1_MMD6_L001	NK1 cells
E3_P2_MMD6_L001	CD8_B cells
E3_P4_MMD6_L001	CD4 T.reg cells
E4_P1_MMD6_L001	NK2 cells
E4_P2_MMD6_L001	CD8_B cells
E4_P4_MMD6_L001	NK3 cells
E5_P2_MMD6_L001	unclustered
E5_P4_MMD6_L001	CD8_G cells
E6_P1_MMD6_L001	CD8_B cells
E6_P2_MMD6_L001	CD8_B cells
E6_P4_MMD6_L001	NK2 cells
E7_P1_MMD6_L001	NK3 cells
E7_P2_MMD6_L001	CD8_B cells
E7_P4_MMD6_L001	NK2 cells
E8_P1_MMD6_L001	NK2 cells
E8_P2_MMD6_L001	NK2 cells
E8_P4_MMD6_L001	NK2 cells
E9_P1_MMD6_L001	NK3 cells
E9_P2_MMD6_L001	NK2 cells
E9_P4_MMD6_L001	NK2 cells
F10_P1_MMD6_L001	CD8_B cells
F10_P2_MMD6_L001	CD8_B cells
F10_P4_MMD6_L001	CD4 T.reg cells
F11_P1_MMD6_L001	NK2 cells
F11_P4_MMD6_L001	NK3 cells
F12_P1_MMD6_L001	CD4 T.mem cells
F12_P2_MMD6_L001	unclustered
F12_P4_MMD6_L001	NK1 cells
F1_P2_MMD6_L001	NK2 cells
F1_P4_MMD6_L001	unclustered
F2_P1_MMD6_L001	CD8_B cells
F2_P2_MMD6_L001	NK2 cells
F2_P4_MMD6_L001	unclustered
F3_P1_MMD6_L001	NK2 cells
F3_P2_MMD6_L001	unclustered
F3_P4_MMD6_L001	CD4 T.mem cells
F4_P2_MMD6_L001	NK2 cells
F4_P4_MMD6_L001	NK2 cells
F5_P1_MMD6_L001	CD8_G cells
F5_P2_MMD6_L001	NK2 cells
F5_P4_MMD6_L001	CD8_G cells
F6_P1_MMD6_L001	CD4 T.mem cells
F6_P2_MMD6_L001	CD4 T.mem cells
F6_P4_MMD6_L001	Monocytes/Macrophages
F7_P4_MMD6_L001	NK2 cells
F8_P2_MMD6_L001	CD4 T.reg cells
F9_P1_MMD6_L001	CD8_G cells
F9_P2_MMD6_L001	unclustered
F9_P4_MMD6_L001	NK2 cells
G10_P1_MMD6_L001	Monocytes/Macrophages
G10_P2_MMD6_L001	NK2 cells
G10_P4_MMD6_L001	unclustered
G11_P1_MMD6_L001	unclustered
G11_P2_MMD6_L001	NK2 cells
G11_P4_MMD6_L001	NK2 cells
G12_P2_MMD6_L001	unclustered
G1_P1_MMD6_L001	NK2 cells
G1_P2_MMD6_L001	NK3 cells
G1_P4_MMD6_L001	NK2 cells
G2_P1_MMD6_L001	CD8_G cells
G2_P2_MMD6_L001	CD8_G cells
G2_P4_MMD6_L001	NK2 cells
G3_P1_MMD6_L001	NK2 cells
G3_P2_MMD6_L001	unclustered
G3_P4_MMD6_L001	NK2 cells
G4_P1_MMD6_L001	NK2 cells
G4_P2_MMD6_L001	CD8_B cells
G4_P4_MMD6_L001	NK2 cells
G5_P1_MMD6_L001	Monocytes/Macrophages
G5_P2_MMD6_L001	unclustered
G5_P4_MMD6_L001	CD4 T.mem cells
G6_P1_MMD6_L001	CD8_B cells
G6_P2_MMD6_L001	NK3 cells
G6_P4_MMD6_L001	unclustered
G7_P1_MMD6_L001	CD8_B cells
G7_P2_MMD6_L001	CD4 T.reg cells
G7_P4_MMD6_L001	NK1 cells
G8_P1_MMD6_L001	NK2 cells
G9_P2_MMD6_L001	NK2 cells
H10_P2_MMD6_L001	NK2 cells
H10_P4_MMD6_L001	NK3 cells
H11_P1_MMD6_L001	CD4 T.reg cells
H11_P2_MMD6_L001	CD8_B cells
H11_P4_MMD6_L001	CD8_B cells
H12_P1_MMD6_L001	CD8_B cells
H12_P2_MMD6_L001	NK2 cells
H12_P4_MMD6_L001	NK3 cells
H1_P1_MMD6_L001	CD8_B cells
H1_P2_MMD6_L001	Monocytes/Macrophages
H1_P4_MMD6_L001	unclustered
H2_P1_MMD6_L001	Monocytes/Macrophages
H2_P2_MMD6_L001	CD8_B cells
H2_P4_MMD6_L001	NK3 cells
H3_P1_MMD6_L001	CD4 T.mem cells
H3_P2_MMD6_L001	NK3 cells
H3_P4_MMD6_L001	NK3 cells
H4_P1_MMD6_L001	unclustered
H4_P2_MMD6_L001	NK2 cells
H4_P4_MMD6_L001	CD8_B cells
H5_P1_MMD6_L001	NK2 cells
H5_P2_MMD6_L001	NK2 cells
H5_P4_MMD6_L001	NK2 cells
H6_P1_MMD6_L001	Monocytes/Macrophages
H6_P2_MMD6_L001	NK2 cells
H6_P4_MMD6_L001	Monocytes/Macrophages
H7_P1_MMD6_L001	CD8_B cells
H7_P2_MMD6_L001	CD4 T.reg cells
H7_P4_MMD6_L001	NK1 cells
H8_P1_MMD6_L001	NK3 cells
H8_P2_MMD6_L001	CD8_G cells
H8_P4_MMD6_L001	unclustered
H9_P1_MMD6_L001	CD4 T.mem cells
H9_P2_MMD6_L001	unclustered
H9_P4_MMD6_L001	NK2 cells
A10_P1_M83_L001	Monocytes/Macrophages
A10_P2_M83_L001	CD8_B cells
A10_P5_M83_L001	NK1 cells
A10_P6_M83_L001	NK2 cells
A11_P1_M83_L001	CD4 T.reg cells
A11_P2_M83_L001	Monocytes/Macrophages
A11_P5_M83_L001	CD8_B cells
A11_P6_M83_L001	NK3 cells
A12_P1_M83_L001	CD8_B cells
A12_P2_M83_L001	CD8_B cells
A12_P5_M83_L001	CD8_B cells
A12_P6_M83_L001	NK2 cells
A2_P1_M83_L001	Plasma cells
A2_P2_M83_L001	NK3 cells
A2_P5_M83_L001	CD8_B cells
A2_P6_M83_L001	CD8_B cells
A3_P1_M83_L001	CD8_B cells
A3_P2_M83_L001	NK3 cells
A3_P5_M83_L001	CD8_B cells
A4_P1_M83_L001	CD4 T.reg cells
A4_P2_M83_L001	Monocytes/Macrophages
A4_P5_M83_L001	CD8_B cells
A4_P6_M83_L001	unclustered
A5_P1_M83_L001	unclustered
A5_P2_M83_L001	unclustered
A5_P5_M83_L001	CD8_B cells
A5_P6_M83_L001	CD8_G cells
A6_P1_M83_L001	CD8_B cells
A6_P2_M83_L001	CD4 T.reg cells
A6_P5_M83_L001	CD4 T.reg cells
A6_P6_M83_L001	Monocytes/Macrophages
A7_P1_M83_L001	NK2 cells
A7_P5_M83_L001	CD8_G cells
A7_P6_M83_L001	NK2 cells
A8_P1_M83_L001	CD4 T.reg cells
A8_P2_M83_L001	NK3 cells
A8_P5_M83_L001	NK1 cells
A8_P6_M83_L001	NK2 cells
A9_P1_M83_L001	CD8_B cells
A9_P2_M83_L001	CD8_B cells
A9_P5_M83_L001	CD8_B cells
A9_P6_M83_L001	Dendritic cells
B10_P1_M83_L001	CD8_B cells
B10_P5_M83_L001	CD8_B cells
B11_P1_M83_L001	CD8_B cells
B11_P2_M83_L001	B cells
B11_P5_M83_L001	CD8_B cells
B11_P6_M83_L001	CD8_B cells
B12_P1_M83_L001	CD8_G cells
B12_P2_M83_L001	NK1 cells
B12_P5_M83_L001	CD8_B cells
B12_P6_M83_L001	CD8_G cells
B1_P1_M83_L001	CD8_B cells
B1_P2_M83_L001	Monocytes/Macrophages
B1_P5_M83_L001	CD4 T.reg cells
B1_P6_M83_L001	CD8_B cells
B2_P1_M83_L001	CD4 T.reg cells
B2_P2_M83_L001	CD4 T.reg cells
B2_P5_M83_L001	Monocytes/Macrophages
B2_P6_M83_L001	CD8_B cells
B3_P1_M83_L001	CD8_B cells
B3_P2_M83_L001	unclustered
B3_P5_M83_L001	CD8_B cells
B3_P6_M83_L001	NK3 cells
B4_P1_M83_L001	Monocytes/Macrophages
B4_P2_M83_L001	Monocytes/Macrophages
B4_P5_M83_L001	NK3 cells
B4_P6_M83_L001	CD8_B cells
B5_P1_M83_L001	Monocytes/Macrophages
B5_P2_M83_L001	NK3 cells
B5_P5_M83_L001	CD8_B cells
B5_P6_M83_L001	unclustered
B6_P1_M83_L001	CD8_B cells
B6_P2_M83_L001	CD8_B cells
B6_P5_M83_L001	CD8_B cells
B7_P1_M83_L001	CD8_B cells
B7_P2_M83_L001	CD8_B cells
B7_P6_M83_L001	CD8_B cells
B8_P1_M83_L001	CD8_B cells
B8_P2_M83_L001	CD8_B cells
B8_P5_M83_L001	CD8_B cells
B8_P6_M83_L001	CD8_B cells
B9_P1_M83_L001	CD8_B cells
B9_P2_M83_L001	NK2 cells
B9_P5_M83_L001	NK3 cells
B9_P6_M83_L001	CD8_G cells
C10_P1_M83_L001	CD8_B cells
C10_P2_M83_L001	CD8_B cells
C10_P5_M83_L001	CD8_B cells
C10_P6_M83_L001	NK3 cells
C11_P1_M83_L001	CD8_B cells
C11_P2_M83_L001	NK3 cells
C11_P5_M83_L001	CD4 T.reg cells
C11_P6_M83_L001	Monocytes/Macrophages
C12_P1_M83_L001	NK3 cells
C12_P2_M83_L001	CD4 T.reg cells
C12_P5_M83_L001	CD8_B cells
C12_P6_M83_L001	Monocytes/Macrophages
C1_P1_M83_L001	CD4 T.mem cells
C1_P2_M83_L001	CD8_B cells
C1_P5_M83_L001	Monocytes/Macrophages
C1_P6_M83_L001	CD4 T.reg cells
C2_P1_M83_L001	CD4 T.reg cells
C2_P2_M83_L001	CD4 T.reg cells
C2_P5_M83_L001	CD8_B cells
C2_P6_M83_L001	CD8_B cells
C3_P1_M83_L001	CD8_B cells
C3_P2_M83_L001	CD8_G cells
C3_P5_M83_L001	Monocytes/Macrophages
C3_P6_M83_L001	NK3 cells
C4_P1_M83_L001	unclustered
C4_P2_M83_L001	B cells
C4_P5_M83_L001	CD8_B cells
C5_P1_M83_L001	CD8_G cells
C5_P2_M83_L001	unclustered
C5_P5_M83_L001	CD8_B cells
C5_P6_M83_L001	CD8_B cells
C6_P2_M83_L001	CD4 T.reg cells
C6_P6_M83_L001	CD8_B cells
C7_P1_M83_L001	CD8_B cells
C7_P2_M83_L001	CD8_B cells
C7_P5_M83_L001	CD8_B cells
C8_P1_M83_L001	CD8_B cells
C8_P2_M83_L001	CD8_B cells
C8_P5_M83_L001	CD8_G cells
C8_P6_M83_L001	CD8_B cells
C9_P2_M83_L001	CD8_B cells
C9_P5_M83_L001	CD4 T.mem cells
D10_P1_M83_L001	NK3 cells
D10_P2_M83_L001	CD4 T.reg cells
D10_P5_M83_L001	CD8_B cells
D10_P6_M83_L001	CD8_B cells
D11_P2_M83_L001	CD8_B cells
D11_P5_M83_L001	Monocytes/Macrophages
D11_P6_M83_L001	CD8_G cells
D12_P1_M83_L001	NK2 cells
D12_P2_M83_L001	CD8_B cells
D12_P5_M83_L001	CD8_G cells
D12_P6_M83_L001	Monocytes/Macrophages
D1_P1_M83_L001	CD4 T.reg cells
D1_P2_M83_L001	NK2 cells
D1_P5_M83_L001	Monocytes/Macrophages
D1_P6_M83_L001	unclustered
D2_P1_M83_L001	CD8_B cells
D2_P2_M83_L001	Monocytes/Macrophages
D2_P5_M83_L001	NK1 cells
D2_P6_M83_L001	CD4 T.reg cells
D3_P1_M83_L001	NK2 cells
D3_P2_M83_L001	CD4 T.reg cells
D3_P5_M83_L001	Monocytes/Macrophages
D3_P6_M83_L001	Dendritic cells
D4_P1_M83_L001	NK3 cells
D4_P5_M83_L001	unclustered
D4_P6_M83_L001	NK3 cells
D5_P1_M83_L001	CD8_B cells
D5_P2_M83_L001	CD8_B cells
D5_P5_M83_L001	Plasma cells
D5_P6_M83_L001	NK2 cells
D6_P1_M83_L001	CD8_B cells
D6_P2_M83_L001	CD4 T.reg cells
D6_P5_M83_L001	unclustered
D6_P6_M83_L001	CD4 T.mem cells
D7_P1_M83_L001	NK2 cells
D7_P2_M83_L001	unclustered
D7_P5_M83_L001	CD8_B cells
D7_P6_M83_L001	CD8_B cells
D8_P1_M83_L001	unclustered
D8_P2_M83_L001	CD8_B cells
D8_P5_M83_L001	NK3 cells
D8_P6_M83_L001	CD8_B cells
D9_P1_M83_L001	CD4 T.reg cells
D9_P2_M83_L001	CD8_G cells
D9_P5_M83_L001	NK3 cells
D9_P6_M83_L001	CD8_B cells
E10_P1_M83_L001	CD8_B cells
E10_P2_M83_L001	CD8_B cells
E10_P5_M83_L001	CD8_B cells
E10_P6_M83_L001	CD4 T.reg cells
E11_P1_M83_L001	NK3 cells
E11_P2_M83_L001	CD8_B cells
E11_P5_M83_L001	CD8_B cells
E11_P6_M83_L001	CD8_B cells
E12_P1_M83_L001	Monocytes/Macrophages
E12_P2_M83_L001	CD8_G cells
E12_P5_M83_L001	CD8_B cells
E12_P6_M83_L001	CD4 T.reg cells
E1_P1_M83_L001	NK2 cells
E1_P2_M83_L001	CD4 T.reg cells
E1_P5_M83_L001	CD4 T.reg cells
E1_P6_M83_L001	Monocytes/Macrophages
E2_P1_M83_L001	CD8_B cells
E2_P2_M83_L001	Monocytes/Macrophages
E2_P5_M83_L001	CD4 T.mem cells
E2_P6_M83_L001	CD8_B cells
E3_P1_M83_L001	unclustered
E3_P5_M83_L001	Monocytes/Macrophages
E3_P6_M83_L001	NK3 cells
E4_P1_M83_L001	CD8_B cells
E4_P2_M83_L001	CD8_B cells
E4_P6_M83_L001	CD8_G cells
E5_P1_M83_L001	CD8_B cells
E5_P2_M83_L001	CD8_B cells
E5_P5_M83_L001	CD8_G cells
E5_P6_M83_L001	CD8_B cells
E6_P1_M83_L001	CD4 T.reg cells
E6_P2_M83_L001	B cells
E6_P5_M83_L001	CD8_B cells
E6_P6_M83_L001	CD8_B cells
E7_P1_M83_L001	NK1 cells
E7_P2_M83_L001	CD4 T.reg cells
E7_P5_M83_L001	CD8_B cells
E7_P6_M83_L001	CD8_B cells
E8_P1_M83_L001	CD4 T.reg cells
E8_P5_M83_L001	CD8_G cells
E8_P6_M83_L001	CD8_B cells
E9_P1_M83_L001	NK2 cells
E9_P2_M83_L001	CD4 T.reg cells
E9_P6_M83_L001	CD8_B cells
F10_P1_M83_L001	CD8_B cells
F10_P2_M83_L001	CD8_G cells
F10_P5_M83_L001	CD8_B cells
F11_P1_M83_L001	CD8_B cells
F11_P2_M83_L001	Monocytes/Macrophages
F11_P5_M83_L001	unclustered
